country,city,cities,state,latitude,longitude,city_id,Zip_Code,ALand,AWater,Mean,Median,Stdev,sum_w
United States,"Pasadena, CA",Pasadena, CA,34.1476452,-118.1444779,12291,91107,2464480,0,26936,24459,35385,275.4869913
United States,"Paterson, NJ",Paterson, NJ,40.9137053,-74.1792284,7622,7502,1492428,90936,83788,78042,59833,971.2154737
United States,"Pembroke Pines, FL",Pembroke Pines, FL,26.0236064,-80.34125362,10043,33024,2366696,193908,70035,59683,46128,1280.643038
United States,"Pensacola, FL",Pensacola, FL,30.421309,-87.2169149,8910,32501,3065947,1380,28472,23486,24358,866.5341615
United States,"Peoria, AZ",Peoria, AZ,33.5805955,-112.2373779,7762,85382,3332748,30221,45443,37353,32701,1689.202262
United States,"Peoria, IL",Peoria, IL,40.6938609,-89.5891008,9764,61607,2417457,0,65474,52751,40118,69.79757231
United States,"Philadelphia, PA",Philadelphia, PA,39.952335,-75.163789,3465,19111,900568,0,73396,61310,52262,548.6718556
United States,"Phoenix, AZ",Phoenix, AZ,33.4483771,-112.0740373,3466,85009,930847320,6790078,68506,51503,56207,154.4265202
United States,"Pittsburgh, PA",Pittsburgh, PA,40.4406248,-79.9958864,3467,15207,36809592,761784,58114,49013,45247,5298.460061
United States,"Plano, TX",Plano, TX,33.0198431,-96.6988856,3468,75074,7920510,0,107103,105287,61598,423.9937174
United States,"Pleasanton, CA",Pleasanton, CA,37.6624312,-121.8746789,9616,94566,4826716,0,101612,84514,79600,982.3805313
United States,"Pocatello, ID",Pocatello, ID,42.8713032,-112.4455344,9026,83202,87748318,186488,51708,46669,36355,195.3288287
United States,"Pomona, CA",Pomona, CA,34.0552267,-117.7523048,9234,91767,1811578,0,72283,67063,52393,521.2093942
United States,"Pooler, GA",Pooler, GA,32.115481,-81.2470574,34280,31322,48751825,813160,66620,57712,45885,839.9531553
United States,"Port St Lucie, FL",Port St Lucie, FL,27.2758333,-80.355,7892,34952,3413697,6022917,62892,55748,49516,84.79524
United States,"Portland, ME",Portland, ME,43.661471,-70.2553259,8722,4101,462934,269132,78255,59160,57669,131.3951754
United States,"Portland, OR",Portland, OR,45.5230622,-122.6764816,3469,97266,2034574,0,33175,29242,22129,726.4107802
United States,"Poughkeepsie, NY",Poughkeepsie, NY,41.7065779,-73.9284101,11816,12603,1788717,1471,90594,98913,46507,106.5936831
United States,"Prescott, AZ",Prescott, AZ,34.5400242,-112.4685025,9094,86305,44019887,1131532,65618,44963,61616,1477.817747
United States,"Princeton, NJ",Princeton, NJ,40.3487181,-74.6590472,7971,8540,11023111,12031,137131,121794,85977,811.0743283
United States,"Providence, RI",Providence, RI,41.8239891,-71.4128343,8406,2906,1939552,3129,93088,79847,64028,778.5387233
United States,"Pueblo, CO",Pueblo, CO,38.2544472,-104.6091409,12919,81001,1042529,0,19788,300000,8349,10
United States,"Puyallup, WA",Puyallup, WA,47.1849009,-122.2921406,10253,98373,7884512,6124,52399,44138,40334,655.4425815
United States,"Raleigh, NC",Raleigh, NC,35.7804015,-78.6390779,3470,27603,973170,0,60281,39112,61879,839.16663
United States,"Rancho Cucamonga, CA",Rancho Cucamonga, CA,34.1063989,-117.5931084,10369,91730,2155900,0,103038,85634,64940,317.5779063
United States,"Rapid City, SD",Rapid City, SD,44.0805434,-103.2310149,7574,57701,2308381,0,44436,37276,36684,1294.626085
United States,"Redding, CA",Redding, CA,40.5865396,-122.3916754,7827,96003,12160323,1511480,54704,31295,54483,182.8266163
United States,"Redmond, WA",Redmond, WA,47.6694141,-122.1238767,9281,98052,42671236,27137,115345,103788,74443,8167.121309
United States,"Redondo Beach, CA",Redondo Beach, CA,33.8491816,-118.3884078,14100,90278,2582464,0,109016,300000,58288,99.02806248
United States,"Redwood City, CA",Redwood City, CA,37.4852152,-122.2363548,12455,94065,5981407,0,134970,123591,84874,155.5196608
United States,"Reno, NV",Reno, NV,39.5296329,-119.8138027,3471,89523,3759924,14009,110894,93615,72462,201.4203023
United States,"Reston, VA",Reston, VA,38.9584435,-77.3582532,10481,20191,3798164,31322,110852,101584,72535,188.4551064
United States,"Richland, WA",Richland, WA,46.2856907,-119.2844621,34296,99352,1502237,0,52572,43994,35035,576.9826458
United States,"Richmond, KY",Richmond, KY,37.7478572,-84.2946539,9080,40475,108463930,1610972,56352,55769,35417,344.0481462
United States,"Richmond, VA",Richmond, VA,37.542979,-77.469092,3472,23220,154942138,6879776,57579,40384,56721,56861.71987
United States,"Riverside, CA",Riverside, CA,33.9533487,-117.3961564,3473,92501,3276077,174839,56215,300000,34129,202.0599553
United States,"Roanoke, VA",Roanoke, VA,37.2709704,-79.9414266,7721,24019,22302066,188000,47912,300000,26200,9.999599973
United States,"Rochester, MN",Rochester, MN,44.0216306,-92.4698992,8751,55904,801219,0,66392,42342,61020,269.9159054
United States,"Rochester, NY",Rochester, NY,43.1572851,-77.6152141,3474,14605,574618,0,28515,16093,30557,176.1924124
United States,"Rock Hill, SC",Rock Hill, SC,34.9248667,-81.0250784,12679,29732,96621121,454658,53488,39903,46944,18273.06359
United States,"Rocklin, CA",Rocklin, CA,38.7907339,-121.2357828,11940,95677,2149808,0,88083,89894,56268,157.2240091
United States,"Rockville, MD",Rockville, MD,39.0839973,-77.1527578,7945,20855,3285482,1972,114854,300000,81342,158.9605571
United States,"Rogers, AR",Rogers, AR,36.3320196,-94.1185366,8651,72756,3902433,1203,58396,43440,48067,1044.73085
United States,"Roseville, CA",Roseville, CA,38.7521235,-121.2880059,12231,95661,2766186,0,64770,54581,57787,443.3117845
United States,"Sacramento, CA",Sacramento, CA,38.5815719,-121.4943996,3475,95816,253621861,5651667,64615,49743,55451,106035.137
United States,"Saginaw, MI",Saginaw, MI,43.4200387,-83.9490365,10605,48601,44306127,1889984,36338,28008,33175,14833.12101
United States,"Saint George, UT",Saint George, UT,37.0952778,-113.5780556,7951,84770,22760134,0,59075,39302,54506,946.9654284
United States,"Saint Paul, MN",Saint Paul, MN,44.9541667,-93.1138889,3477,55101,1607108,0,34790,19592,44806,692.8002421
United States,"Salem, OR",Salem, OR,44.9391565,-123.033121,10274,97303,5261128,202450,42498,25482,40194,519.1469599
United States,"Salt Lake City, UT",Salt Lake City, UT,40.7607793,-111.8910474,3479,84103,1384228,0,108170,85573,75605,184.1206795
United States,"San Angelo, TX",San Angelo, TX,31.4637723,-100.4370375,8010,76903,9698393,0,41980,35850,25425,339.1283163
United States,"San Antonio, TX",San Antonio, TX,29.4241219,-98.4936282,3480,78232,3817300,8645,102646,82298,71145,580.4999088
United States,"San Bernardino, CA",San Bernardino, CA,34.1083449,-117.2897652,3481,92411,8140238,10189,44076,35849,36861,1830.544045
United States,"San Diego, CA",San Diego, CA,32.715738,-117.1610838,3482,92110,1541456,0,120050,122111,86339,216.920926
United States,"San Francisco, CA",San Francisco, CA,37.775206,-122.419209,3483,94133,268266,0,98645,82929,77710,435.0801444
United States,"San Jose, CA",San Jose, CA,37.3382082,-121.8863286,3484,95112,1922127,0,72253,300000,52352,157.5279339
United States,"San Luis Obispo, CA",San Luis Obispo, CA,35.2827525,-120.6596156,9731,93401,3158263,0,70959,300000,30348,42.33158214
United States,"San Mateo, CA",San Mateo, CA,37.5446217,-122.3091165,11992,94401,773555,0,119002,101475,78830,227.8856092
United States,"San Rafael, CA",San Rafael, CA,37.9735346,-122.5310874,11933,94903,9481991,49066,97244,87362,71020,735.9560443
United States,"Santa Ana, CA",Santa Ana, CA,33.7455731,-117.8678338,3485,92704,5269814,44984,121173,113437,80521,293.3048777
United States,"Santa Barbara, CA",Santa Barbara, CA,34.4208305,-119.6981901,7907,93160,3792514,0,66348,300000,83177,240.8645932
United States,"Santa Clara, CA",Santa Clara, CA,37.3541132,-121.9551744,12428,95051,1438915,0,116609,108998,74844,329.9800072
United States,"Santa Cruz, CA",Santa Cruz, CA,36.9741171,-122.0307963,8766,95062,1949108,3266640,80553,56067,64635,1481.962095
United States,"Santa Fe, NM",Santa Fe, NM,35.6869752,-105.937799,7518,87501,6093771,184256,46094,30749,44913,821.1025032
United States,"Santa Maria, CA",Santa Maria, CA,34.9530337,-120.4357191,12895,93455,488123,0,72668,300000,26981,16.33230215
United States,"Santa Monica, CA",Santa Monica, CA,34.0194543,-118.4911912,8807,90403,1941997,0,157088,156861,84443,87.75912313
United States,"Santa Rosa, CA",Santa Rosa, CA,38.4404674,-122.7144314,7567,95407,8793750,26109,28722,22157,21218,158.7961118
United States,"Sarasota, FL",Sarasota, FL,27.3364347,-82.5306527,10048,34234,3366918,479180,74695,55279,61377,392.9155957
United States,"Savannah, GA",Savannah, GA,32.0835407,-81.0998342,7493,31401,265330,0,72205,44633,76379,421.1959489
United States,"Schaumburg, IL",Schaumburg, IL,41.9891458,-88.1179527,11804,60193,49947601,292112,85654,74773,56698,13422.04604
United States,"Scottsdale, AZ",Scottsdale, AZ,33.4941704,-111.9260519,3486,85254,2606852,0,100189,92369,60149,201.2523766
United States,"Scranton, PA",Scranton, PA,41.408969,-75.6624122,7771,18508,12420088,0,56060,42196,46041,1735.632033
United States,"Seattle, WA",Seattle, WA,47.6038321,-122.3300624,3487,98125,1910585,1486352,38873,28154,29112,649.0427975
United States,"Sheboygan, WI",Sheboygan, WI,43.7508284,-87.71453,9020,53081,3720254,2230409,57607,52962,39500,985.2247447
United States,"Sheridan, WY",Sheridan, WY,44.7971939,-106.9561792,10008,82801,6195887,11045,59372,50657,44244,1384.43349
United States,"Silver Spring, MD",Silver Spring, MD,38.9906657,-77.026088,9151,20904,7108532,18365,89515,75920,47618,164.4845412
United States,"Sioux Falls, SD",Sioux Falls, SD,43.5499749,-96.700327,8331,57104,4661369,42451,40840,35482,24222,963.0782909
United States,"Smithtown, NY",Smithtown, NY,40.8559314,-73.2006687,9401,11787,2309536,18812,135045,300000,62378,211.9794404
United States,"Somerville, MA",Somerville, MA,42.3875968,-71.0994968,12505,2144,1200068,18928,63818,49990,42332,280.691142
United States,"South Bend, IN",South Bend, IN,41.6833813,-86.2500066,12442,46637,230187,0,78132,60289,65635,29.16516505
United States,"Spartanburg, SC",Spartanburg, SC,34.9498007,-81.9320157,11312,29303,1761213,0,30235,28524,19609,276.1582743
United States,"Spokane, WA",Spokane, WA,47.6587802,-117.4260466,3489,99205,2302538,0,65182,54422,49593,852.2345752
United States,"Spring Hill, FL",Spring Hill, FL,28.48150262,-82.5388064,9375,34610,10785232,1210289,61522,49981,41531,298.2536213
United States,"Springfield, IL",Springfield, IL,39.7817213,-89.6501481,8414,62704,1617942,0,114086,97482,74290,278.0818479
United States,"Springfield, MA",Springfield, MA,42.1014831,-72.589811,8343,1104,2565253,10195,48619,45415,38544,205.6212212
United States,"Springfield, MO",Springfield, MO,37.2089572,-93.2922989,7754,65806,997355,0,14316,9920,12283,304.9744
United States,"Spruce Pine, NC",Spruce Pine, NC,35.9147787,-82.066411,9806,28777,80378448,0,46884,35166,37736,271.393023
United States,"Stamford, CT",Stamford, CT,41.0534302,-73.5387341,7487,6905,97430571,37323740,103150,79751,79001,20675.24928
United States,"State College, PA",State College, PA,40.7933949,-77.8600012,7638,16803,383668,0,54085,50076,39192,54.09697409
United States,"Statesboro, GA",Statesboro, GA,32.4020805,-81.75694465,9775,30458,177678299,9146940,47941,38070,34687,663.9412008
United States,"Stockton, CA",Stockton, CA,37.9577016,-121.2907796,3490,95215,6693771,0,45384,38763,31249,2121.733625
United States,"Sugar Land, TX",Sugar Land, TX,29.6196787,-95.6349463,34731,77478,2802989,264229,89197,80183,58651,358.1714523
United States,"Sunnyvale, CA",Sunnyvale, CA,37.3688301,-122.0363496,10672,94089,1451019,0,91316,90728,63771,710.1243092
United States,"Surprise, AZ",Surprise, AZ,33.6305932,-112.3332129,10951,85374,28151296,8243,55736,44609,43301,9755.448109
United States,"Syracuse, NY",Syracuse, NY,43.0481221,-76.1474244,7720,13208,3219508,0,50803,44806,37789,1145.335579
United States,"Tacoma, WA",Tacoma, WA,47.2528768,-122.4442906,3491,98445,7866980,0,49974,40623,35466,2219.88665
United States,"Tallahassee, FL",Tallahassee, FL,30.4382559,-84.2807329,8022,32303,1985521,48394,53587,39098,47577,684.031484
United States,"Tampa, FL",Tampa, FL,27.9475216,-82.4584279,3492,33625,26321913,1699379,72435,62089,55424,4970.945012
United States,"Temecula, CA",Temecula, CA,33.4946353,-117.1473661,11519,92591,4983429,0,105931,300000,55236,181.4844957
United States,"Tempe, AZ",Tempe, AZ,33.4255104,-111.9400054,8449,85281,2589083,0,49214,30511,49539,368.3201323
United States,"Texarkana, TX",Texarkana, TX,33.425125,-94.0476882,12910,75503,75268759,1057429,53960,38408,51996,9133.893057
United States,"The Woodlands, TX",The Woodlands, TX,30.1734194,-95.504686,10808,77382,38136008,394078,122973,121972,66023,400.5332577
United States,"Thousand Oaks, CA",Thousand Oaks, CA,34.1705609,-118.8375937,7813,91362,1585397,0,120366,116686,66697,141.6892429
United States,"Toledo, OH",Toledo, OH,41.6639383,-83.555212,3493,43608,4363215,113207,34042,29178,23659,739.4390579
United States,"Toms River, NJ",Toms River, NJ,39.9537359,-74.1979576,34096,8753,5573058,6746283,88571,77012,60089,476.5686069
United States,"Topeka, KS",Topeka, KS,39.0558235,-95.6890185,7683,66606,1438909,38830,25050,16613,21922,188.7908608
United States,"Torrance, CA",Torrance, CA,33.8358492,-118.3406288,12225,90502,5868540,33313,79017,63800,58101,3661.269191
United States,"Traverse City, MI",Traverse City, MI,44.7606441,-85.6165301,11151,49684,1353956,23644,67699,300000,34653,83.92796577
United States,"Trenton, NJ",Trenton, NJ,40.2170575,-74.7429463,8989,8611,500236,0,47722,38302,36769,771.0397046
United States,"Tucson, AZ",Tucson, AZ,32.2217429,-110.926479,3494,85739,36546383,0,61934,50113,48909,1720.196113
United States,"Tulsa, OK",Tulsa, OK,36.1539816,-95.992775,3495,74131,9909856,102918,76468,52837,71928,427.613453
United States,"Tuscaloosa, AL",Tuscaloosa, AL,33.2098407,-87.5691735,9005,35406,159585773,26058465,55815,38843,54867,21342.43715
United States,"Tyler, TX",Tyler, TX,32.3304455,-95.30738097,10578,75707,6701289,30199,44292,31765,31727,155.6937689
United States,"Upland, CA",Upland, CA,34.09751,-117.6483876,10336,91784,6197121,415767,107195,92987,69393,429.9715341
United States,"Urbana, IL",Urbana, IL,40.1105875,-88.2072697,7590,61802,4768482,33766,26763,23067,16799,342.8274053
United States,"Valdosta, GA",Valdosta, GA,30.8327022,-83.2784851,11114,31601,528272,484,25098,21410,19569,464.1766856
United States,"Vallejo, CA",Vallejo, CA,38.1040864,-122.2566367,9373,94589,1312532,0,109285,300000,65821,269.3833287
United States,"Valparaiso, IN",Valparaiso, IN,41.4730948,-87.0611412,8957,46385,3256694,0,108934,300000,61089,263.4505525
United States,"Vancouver, WA",Vancouver, WA,45.6387281,-122.6614861,7793,98682,55563824,0,88946,79324,62403,712.2148083
United States,"Venice, FL",Venice, FL,27.0997775,-82.4542632,7722,34292,5801825,389222,65114,300000,47783,589.6110561
United States,"Ventura, CA",Ventura, CA,34.2746405,-119.2290053,8601,93004,6640907,3104,69184,300000,50205,409.8848196
United States,"Vero Beach, FL",Vero Beach, FL,27.6387163,-80.3975399,12028,32967,17815973,39491,78428,62021,61227,373.5695874
United States,"Victoria, TX",Victoria, TX,28.8297135,-96.97253692,10872,77902,4742244,0,65765,300000,30564,297.5890433
United States,"Virginia Beach, VA",Virginia Beach, VA,36.8529263,-75.977985,3496,23462,2303429,118653,64304,57119,41241,814.1007053
United States,"Waco, TX",Waco, TX,31.549333,-97.1466695,8201,76706,2179586,0,21474,18151,11561,89.33106667
United States,"Waldorf, MD",Waldorf, MD,38.6245628,-76.9391395,11225,20601,5301128,1042,98346,80610,61019,281.23766
United States,"Walnut Creek, CA",Walnut Creek, CA,37.9100783,-122.0651819,13813,94598,6750243,0,144189,148636,81549,623.9127416
United States,"Washington, DC",Washington, DC,38.9071923,-77.0368707,3497,20001,158364992,18633403,92477,71044,76702,129368.5993
United States,"Waterbury, CT",Waterbury, CT,41.5581525,-73.0514966,11350,6704,678694,0,24481,17432,22067,254.2522572
United States,"Waukesha, WI",Waukesha, WI,43.0116784,-88.2314813,9462,53186,3082172,99505,53271,41142,43689,1684.384616
United States,"Wausau, WI",Wausau, WI,44.9591352,-89.6301221,8781,54403,1755586,155134,40560,23006,62410,273.2600133
United States,"West Palm Beach, FL",West Palm Beach, FL,26.7153424,-80.0533746,8064,33417,1637128,0,64623,51882,54883,371.3815678
United States,"Wheeling, WV",Wheeling, WV,40.0639616,-80.7209149,7477,26003,9179825,2841,73579,64387,53170,522.8051174
United States,"White Plains, NY",White Plains, NY,41.0339862,-73.7629097,11988,10603,1106476,0,79263,73024,60542,344.5470773
United States,"Wichita, KS",Wichita, KS,37.6871761,-97.330053,3498,67203,1483243,82902,56322,51201,42786,373.8527818
United States,"Wichita Falls, TX",Wichita Falls, TX,33.9161075,-98.5067371,9855,76303,2545289,8416,64309,55433,43714,42.43116765
United States,"Williamsburg, VA",Williamsburg, VA,37.2707028,-76.7074502,8461,23188,6553714,0,51683,36660,41526,83.49671834
United States,"Wilmington, DE",Wilmington, DE,39.7459468,-75.546589,10187,19802,1775634,0,65256,300000,43340,198.9946731
United States,"Wilmington, NC",Wilmington, NC,34.2257255,-77.9447102,7759,28401,5131270,509027,32764,25597,28629,784.4989023
United States,"Winston-Salem, NC",Winston-Salem, NC,36.0998596,-80.244216,3499,27105,2166791,0,31835,24330,22179,297.1233918
United States,"Worcester, MA",Worcester, MA,42.2625932,-71.8022934,9519,1606,2691314,28340,43838,27435,46120,1757.655599
United States,"Yakima, WA",Yakima, WA,46.5967275,-120.5296561,10107,98901,6010779,0,57826,53290,35685,652.0308047
United States,"Yonkers, NY",Yonkers, NY,40.9312099,-73.8987469,3500,10705,262780,0,51963,28023,54742,604.592582
United States,"York, PA",York, PA,39.9625984,-76.727745,9125,17401,553063,0,26216,22099,21195,338.0510113
United States,"Youngstown, OH",Youngstown, OH,41.0997803,-80.6495194,9194,44505,15677092,94,49556,300000,27392,94.83045202
United States,"Saint Petersburg, FL",Saint Petersburg, FL,27.7708606,-82.6792661,3478,,,,,,,
United States,"Lexington Park, MD",Lexington Park, MD,38.2667917,-76.4538411,8134,,,,,,,
United States,"Saint Louis, MO",Saint Louis, MO,38.6272733,-90.1978889,3476,,,,,,,
United States,"Middletown, NJ",Middletown, NJ,40.6439873,-75.3324015,10769,,,,,,,
United States,"Parsippany-Troy Hills, NJ",Parsippany-Troy Hills, NJ,40.8578772,-74.4259866,8271,,,,,,,
United States,"Long Island, NY",Long Island, NY,40.8517821,-73.09918527,34013,,,,,,,
United States,"Queens, NY",Queens, NY,40.7498243,-73.7976337,10027,,,,,,,
